category	term	number_of_genes	number_of_genes_in_background	ncbiTaxonId	inputGenes	preferredNames	p_value	fdr	description
Keyword	KW-0560	27	194	4932	YBL064C,YBR026C,YBR213W,YDL124W,YDR453C,YER081W,YGR088W,YGR256W,YHL021C,YHR008C,YIL155C,YJL052W,YJR096W,YKL150W,YKR049C,YLL041C,YLR038C,YML054C,YMR169C,YMR170C,YNL052W,YNL202W,YNL274C,YOR120W,YOR374W,YPL171C,YPR127W	PRX1,ETR1,MET8,YDL124W,TSA2,SER3,CTT1,GND2,AIM17,SOD2,GUT2,TDH1,YJR096W,MCR1,FMP46,SDH2,COX12,CYB2,ALD3,ALD2,COX5A,SPS19,GOR1,GCY1,ALD4,OYE3,YPR127W	1.81e-5	0.0032	Oxidoreductase
Keyword	KW-0346	13	64	4932	YBL075C,YBR072W,YBR126C,YBR169C,YDL222C,YDR074W,YDR171W,YDR258C,YDR533C,YER062C,YER103W,YFL014W,YLL026W	SSA3,HSP26,TPS1,SSE2,FMP45,TPS2,HSP42,HSP78,HSP31,GPP2,SSA4,HSP12,HSP104	1.3e-4	0.0119	Stress response
Keyword	KW-0320	4	4	4932	YEL011W,YFR015C,YLR258W,YPR184W	GLC3,GSY1,GSY2,GDB1	4.3e-4	0.0253	Glycogen biosynthesis
NetworkNeighborAL	CL.4590	27	31	4932	YDL110C,YDL130W-A,YDL204W,YDL222C,YDL223C,YDR070C,YFL014W,YGR008C,YGR088W,YGR248W,YHL021C,YHR087W,YHR138C,YIL136W,YJR008W,YJR096W,YKL151C,YLR178C,YLR327C,YML128C,YMR090W,YMR169C,YMR174C,YNL015W,YNL200C,YOR173W,YPL123C	TMA17,STF1,RTN2,FMP45,HBT1,FMP16,HSP12,STF2,CTT1,SOL4,AIM17,RTC3,YHR138C,OM45,MHO1,YJR096W,NNR2,TFS1,TMA10,MSC1,YMR090W,ALD3,PAI3,PBI2,NNR1,DCS2,RNY1	1.94e-20	6.77e-18	mostly uncharacterized, incl. peptidase inhibitor activity, and Nicotinamide salvaging
NetworkNeighborAL	CL.4586	29	40	4932	YDL110C,YDL130W-A,YDL204W,YDL222C,YDL223C,YDR070C,YFL014W,YGR008C,YGR088W,YGR248W,YHL021C,YHR087W,YHR138C,YIL136W,YJR008W,YJR096W,YKL142W,YKL151C,YLR178C,YLR327C,YML128C,YMR090W,YMR169C,YMR174C,YNL015W,YNL200C,YOR173W,YPL123C,YPL186C	TMA17,STF1,RTN2,FMP45,HBT1,FMP16,HSP12,STF2,CTT1,SOL4,AIM17,RTC3,YHR138C,OM45,MHO1,YJR096W,MRP8,NNR2,TFS1,TMA10,MSC1,YMR090W,ALD3,PAI3,PBI2,NNR1,DCS2,RNY1,UIP4	2.32e-20	6.77e-18	mostly uncharacterized, incl. peptidase inhibitor activity, and Stress response
NetworkNeighborAL	CL.4588	28	38	4932	YDL110C,YDL130W-A,YDL204W,YDL222C,YDL223C,YDR070C,YFL014W,YGR008C,YGR088W,YGR248W,YHL021C,YHR087W,YHR138C,YIL136W,YJR008W,YJR096W,YKL142W,YKL151C,YLR178C,YLR327C,YML128C,YMR090W,YMR169C,YMR174C,YNL015W,YNL200C,YOR173W,YPL123C	TMA17,STF1,RTN2,FMP45,HBT1,FMP16,HSP12,STF2,CTT1,SOL4,AIM17,RTC3,YHR138C,OM45,MHO1,YJR096W,MRP8,NNR2,TFS1,TMA10,MSC1,YMR090W,ALD3,PAI3,PBI2,NNR1,DCS2,RNY1	8.26e-20	9.58e-18	mostly uncharacterized, incl. peptidase inhibitor activity, and cellular response to abiotic stimulus
NetworkNeighborAL	CL.4591	23	26	4932	YDL110C,YDL130W-A,YDR070C,YFL014W,YGR008C,YGR088W,YGR248W,YHL021C,YHR087W,YHR138C,YIL136W,YJR008W,YJR096W,YKL151C,YLR178C,YLR327C,YML128C,YMR090W,YMR169C,YNL015W,YNL200C,YOR173W,YPL123C	TMA17,STF1,FMP16,HSP12,STF2,CTT1,SOL4,AIM17,RTC3,YHR138C,OM45,MHO1,YJR096W,NNR2,TFS1,TMA10,MSC1,YMR090W,ALD3,PBI2,NNR1,DCS2,RNY1	1.31e-17	9.11e-16	mostly uncharacterized, incl. peptidase inhibitor activity, and Nicotinamide salvaging
NetworkNeighborAL	CL.4592	21	23	4932	YDL110C,YDL130W-A,YDR070C,YFL014W,YGR008C,YGR088W,YGR248W,YHL021C,YHR087W,YHR138C,YIL136W,YJR096W,YKL151C,YLR178C,YLR327C,YML128C,YMR090W,YMR169C,YNL015W,YNL200C,YOR173W	TMA17,STF1,FMP16,HSP12,STF2,CTT1,SOL4,AIM17,RTC3,YHR138C,OM45,YJR096W,NNR2,TFS1,TMA10,MSC1,YMR090W,ALD3,PBI2,NNR1,DCS2	2.45e-16	1.42e-14	mostly uncharacterized, incl. peptidase inhibitor activity, and Nicotinamide salvaging
NetworkNeighborAL	CL.4593	19	20	4932	YDL110C,YDL130W-A,YDR070C,YFL014W,YGR008C,YGR088W,YGR248W,YHR087W,YHR138C,YIL136W,YJR096W,YKL151C,YLR178C,YML128C,YMR090W,YMR169C,YNL015W,YNL200C,YOR173W	TMA17,STF1,FMP16,HSP12,STF2,CTT1,SOL4,RTC3,YHR138C,OM45,YJR096W,NNR2,TFS1,MSC1,YMR090W,ALD3,PBI2,NNR1,DCS2	4.44e-15	2.21e-13	mixed, incl. peptidase inhibitor activity, and Nicotinamide salvaging
NetworkNeighborAL	CL.4267	24	57	4932	YBR117C,YBR126C,YCL040W,YDL021W,YDR001C,YDR074W,YEL011W,YER062C,YFR015C,YFR053C,YGR043C,YGR254W,YGR256W,YIL155C,YJL052W,YKL035W,YLR258W,YML070W,YML100W,YMR105C,YOR120W,YPR026W,YPR160W,YPR184W	TKL2,TPS1,GLK1,GPM2,NTH1,TPS2,GLC3,GPP2,GSY1,HXK1,NQM1,ENO1,GND2,GUT2,TDH1,UGP1,GSY2,DAK1,TSL1,PGM2,GCY1,ATH1,GPH1,GDB1	5.92e-13	2.58e-11	Metabolism of carbohydrates, and Starch and sucrose metabolism
NetworkNeighborAL	CL.4266	28	101	4932	YBL015W,YBR117C,YBR126C,YCL040W,YDL021W,YDR001C,YDR074W,YEL011W,YER062C,YFR015C,YFR053C,YGR043C,YGR254W,YGR256W,YIL155C,YJL052W,YKL035W,YLR258W,YML070W,YML100W,YMR105C,YMR250W,YNL274C,YOR120W,YOR374W,YPR026W,YPR160W,YPR184W	ACH1,TKL2,TPS1,GLK1,GPM2,NTH1,TPS2,GLC3,GPP2,GSY1,HXK1,NQM1,ENO1,GND2,GUT2,TDH1,UGP1,GSY2,DAK1,TSL1,PGM2,GAD1,GOR1,GCY1,ALD4,ATH1,GPH1,GDB1	2.65e-11	1.02e-9	Carbon metabolism, and Starch and sucrose metabolism
NetworkNeighborAL	CL.4268	20	47	4932	YBR117C,YBR126C,YCL040W,YDL021W,YDR001C,YDR074W,YEL011W,YFR015C,YFR053C,YGR043C,YGR254W,YGR256W,YJL052W,YKL035W,YLR258W,YML100W,YMR105C,YPR026W,YPR160W,YPR184W	TKL2,TPS1,GLK1,GPM2,NTH1,TPS2,GLC3,GSY1,HXK1,NQM1,ENO1,GND2,TDH1,UGP1,GSY2,TSL1,PGM2,ATH1,GPH1,GDB1	5.14e-11	1.79e-9	Metabolism of carbohydrates, and trehalose metabolic process
NetworkNeighborAL	CL.4595	13	13	4932	YDR070C,YFL014W,YGR088W,YGR248W,YHR087W,YJR096W,YKL151C,YLR178C,YML128C,YMR090W,YMR169C,YNL200C,YOR173W	FMP16,HSP12,CTT1,SOL4,RTC3,YJR096W,NNR2,TFS1,MSC1,YMR090W,ALD3,NNR1,DCS2	7.9e-11	2.5e-9	mostly uncharacterized, incl. Nicotinamide salvaging, and Hsp9/Hsp12 superfamily
NetworkNeighborAL	CL.4338	14	20	4932	YBR126C,YCL040W,YDR001C,YDR074W,YEL011W,YFR015C,YFR053C,YKL035W,YLR258W,YML100W,YMR105C,YPR026W,YPR160W,YPR184W	TPS1,GLK1,NTH1,TPS2,GLC3,GSY1,HXK1,UGP1,GSY2,TSL1,PGM2,ATH1,GPH1,GDB1	3.71e-10	1.08e-8	Starch and sucrose metabolism
NetworkNeighborAL	CL.4339	12	18	4932	YBR126C,YCL040W,YDR001C,YDR074W,YEL011W,YFR053C,YKL035W,YML100W,YMR105C,YPR026W,YPR160W,YPR184W	TPS1,GLK1,NTH1,TPS2,GLC3,HXK1,UGP1,TSL1,PGM2,ATH1,GPH1,GDB1	1.07e-8	2.67e-7	Starch and sucrose metabolism
NetworkNeighborAL	CL.4598	9	9	4932	YDR070C,YFL014W,YGR088W,YGR248W,YHR087W,YLR178C,YML128C,YMR169C,YOR173W	FMP16,HSP12,CTT1,SOL4,RTC3,TFS1,MSC1,ALD3,DCS2	7.66e-8	1.78e-6	mixed, incl. Hsp9/Hsp12 superfamily, and Putative stress-responsive protein
NetworkNeighborAL	CL.4340	7	12	4932	YCL040W,YEL011W,YFR053C,YKL035W,YMR105C,YPR160W,YPR184W	GLK1,GLC3,HXK1,UGP1,PGM2,GPH1,GDB1	2.79e-5	6.1e-4	Glycogen metabolism, and Hexokinase
NetworkNeighborAL	CL.4601	5	5	4932	YGR248W,YHR087W,YLR178C,YML128C,YOR173W	SOL4,RTC3,TFS1,MSC1,DCS2	7.52e-5	0.0015	mixed, incl. Putative stress-responsive protein, and Serine protease inhibitor
NetworkNeighborAL	CL.4342	5	5	4932	YEL011W,YKL035W,YMR105C,YPR160W,YPR184W	GLC3,UGP1,PGM2,GPH1,GDB1	7.52e-5	0.0015	Glycogen metabolism
NetworkNeighborAL	CL.4724	15	83	4932	YBL064C,YBL075C,YBR072W,YBR169C,YCL035C,YDR171W,YDR258C,YDR453C,YDR513W,YDR533C,YER103W,YHR008C,YIR038C,YLL026W,YML004C	PRX1,SSA3,HSP26,SSE2,GRX1,HSP42,HSP78,TSA2,GRX2,HSP31,SSA4,SOD2,GTT1,HSP104,GLO1	1.3e-4	0.0024	protein folding, and antioxidant activity
NetworkNeighborAL	CL.4658	4	5	4932	YDL204W,YDL222C,YDL223C,YMR174C	RTN2,FMP45,HBT1,PAI3	7.4e-4	0.0129	mixed, incl. SUR7/PalI family, and aspartic-type endopeptidase inhibitor activity
NetworkNeighborAL	CL.4368	4	5	4932	YBR126C,YDR001C,YDR074W,YML100W	TPS1,NTH1,TPS2,TSL1	7.4e-4	0.0129	Glycosyltransferase family 20
NetworkNeighborAL	CL.4852	8	33	4932	YBL064C,YCL035C,YDR453C,YDR513W,YDR533C,YHR008C,YIR038C,YML004C	PRX1,GRX1,TSA2,GRX2,HSP31,SOD2,GTT1,GLO1	0.001	0.0163	antioxidant activity, and lactate metabolic process
NetworkNeighborAL	CL.4731	6	18	4932	YBL075C,YBR072W,YBR169C,YDR258C,YER103W,YLL026W	SSA3,HSP26,SSE2,HSP78,SSA4,HSP104	0.0011	0.0174	MreB/Mbl protein, and DnaJ C terminal domain
NetworkNeighborAL	CL.5812	4	7	4932	YFL030W,YIL160C,YML054C,YNL202W	AGX1,POT1,CYB2,SPS19	0.0018	0.0259	Peroxisomal lipid metabolism, and oxalate catabolic process
NetworkNeighborAL	CL.4670	3	3	4932	YDL204W,YDL222C,YDL223C	RTN2,FMP45,HBT1	0.0025	0.0349	mixed, incl. Reticulon, and 10TM putative phosphate transporter, extracellular tail
NetworkNeighborAL	CL.4391	3	3	4932	YIL155C,YML070W,YOR120W	GUT2,DAK1,GCY1	0.0025	0.0349	Glycerol metabolism
PMID	PMID.20537179	26	81	4932	YBR026C,YBR072W,YBR117C,YCL040W,YDL021W,YDR001C,YDR171W,YDR258C,YDR533C,YFL014W,YFR053C,YGR043C,YGR248W,YGR254W,YGR256W,YJL052W,YKL035W,YLL026W,YLR258W,YML070W,YMR105C,YMR169C,YMR170C,YOR120W,YOR374W,YPR160W	ETR1,HSP26,TKL2,GLK1,GPM2,NTH1,HSP42,HSP78,HSP31,HSP12,HXK1,NQM1,SOL4,ENO1,GND2,TDH1,UGP1,HSP104,GSY2,DAK1,PGM2,ALD3,ALD2,GCY1,ALD4,GPH1	9.56e-12	1.36e-7	(2010) Quantitative transcription dynamic analysis reveals candidate genes and key regulators for ethanol tolerance in Saccharomyces cerevisiae.
PMID	PMID.26391581	18	45	4932	YBR072W,YCL040W,YDL010W,YDR171W,YDR258C,YDR342C,YEL021W,YFR053C,YGR008C,YHR008C,YJL153C,YLR327C,YMR105C,YMR169C,YMR170C,YMR250W,YOR120W,YOR374W	HSP26,GLK1,GRX6,HSP42,HSP78,HXT7,URA3,HXK1,STF2,SOD2,INO1,TMA10,PGM2,ALD3,ALD2,GAD1,GCY1,ALD4	1.14e-9	8.08e-6	(2015) Depletion of yeast PDK1 orthologs triggers a stress-like transcriptional response.
PMID	PMID.19254780	18	45	4932	YBR072W,YBR117C,YDR171W,YDR258C,YDR453C,YEL021W,YER062C,YER103W,YFL014W,YGR088W,YGR248W,YGR256W,YJR047C,YLL026W,YML054C,YMR169C,YMR250W,YPL171C	HSP26,TKL2,HSP42,HSP78,TSA2,URA3,GPP2,SSA4,HSP12,CTT1,SOL4,GND2,ANB1,HSP104,CYB2,ALD3,GAD1,OYE3	1.14e-9	8.08e-6	(2009) Transcriptional response to mitochondrial NADH kinase deficiency in Saccharomyces cerevisiae.
PMID	PMID.24586125	12	16	4932	YBR072W,YDL204W,YDL223C,YEL021W,YEL060C,YGR088W,YGR248W,YLR178C,YML128C,YMR105C,YMR250W,YPR184W	HSP26,RTN2,HBT1,URA3,PRB1,CTT1,SOL4,TFS1,MSC1,PGM2,GAD1,GDB1	4.14e-9	1.47e-5	(2014) Learning gene networks under SNP perturbations using eQTL datasets.
PMID	PMID.21283140	16	46	4932	YBR117C,YCL040W,YEL011W,YER081W,YFL030W,YFR053C,YGR043C,YGR254W,YGR256W,YJL052W,YJR010W,YKL035W,YLR258W,YMR105C,YPR160W,YPR184W	TKL2,GLK1,GLC3,SER3,AGX1,HXK1,NQM1,ENO1,GND2,TDH1,MET3,UGP1,GSY2,PGM2,GPH1,GDB1	5.08e-8	1.4e-4	(2011) Comprehensive quantitative analysis of central carbon and amino-acid metabolism in Saccharomyces cerevisiae under multiple conditions by targeted proteomics.
PMID	PMID.24467867	18	62	4932	YBL015W,YBL075C,YBR117C,YCL040W,YDR171W,YDR258C,YGR043C,YGR088W,YGR256W,YHR008C,YHR139C,YIL155C,YJL052W,YLL026W,YLL041C,YLR258W,YMR169C,YMR170C	ACH1,SSA3,TKL2,GLK1,HSP42,HSP78,NQM1,CTT1,GND2,SOD2,SPS100,GUT2,TDH1,HSP104,SDH2,GSY2,ALD3,ALD2	7.18e-8	1.7e-4	(2014) Transcription analysis of recombinant industrial and laboratory Saccharomyces cerevisiae strains reveals the molecular basis for fermentation of glucose and xylose.
PMID	PMID.22915193	14	35	4932	YBR072W,YBR169C,YCL040W,YDR001C,YDR342C,YFL014W,YFR053C,YGR008C,YGR019W,YGR088W,YJL052W,YLL026W,YLR258W,YMR250W	HSP26,SSE2,GLK1,NTH1,HXT7,HSP12,HXK1,STF2,UGA1,CTT1,TDH1,HSP104,GSY2,GAD1	9.03e-8	1.7e-4	(2013) High hydrostatic pressure activates gene expression that leads to ethanol production enhancement in a Saccharomyces cerevisiae distillery strain.
PMID	PMID.18811975	15	42	4932	YAL053W,YBL078C,YBR169C,YCL040W,YDL223C,YDR001C,YDR258C,YDR533C,YER103W,YFL014W,YFR053C,YKL103C,YLL026W,YNL015W,YPR160W	FLC2,ATG8,SSE2,GLK1,HBT1,NTH1,HSP78,HSP31,SSA4,HSP12,HXK1,APE1,HSP104,PBI2,GPH1	1.03e-7	1.7e-4	(2008) Identifying gene regulatory modules of heat shock response in yeast.
PMID	PMID.12839777	10	13	4932	YBR072W,YBR169C,YCL035C,YDR171W,YDR258C,YDR513W,YER103W,YFL014W,YGR088W,YLL026W	HSP26,SSE2,GRX1,HSP42,HSP78,GRX2,SSA4,HSP12,CTT1,HSP104	7.43e-8	1.7e-4	(2003) Adaptation of Saccharomyces cerevisiae to the herbicide 2,4-dichlorophenoxyacetic acid, mediated by Msn2p- and Msn4p-regulated genes: important role of SPI1.
PMID	PMID.30256697	16	51	4932	YBR117C,YDR001C,YDR342C,YEL011W,YER020W,YFR053C,YGR043C,YGR088W,YGR248W,YGR256W,YIL155C,YLR258W,YML070W,YMR169C,YPR160W,YPR184W	TKL2,NTH1,HXT7,GLC3,GPA2,HXK1,NQM1,CTT1,SOL4,GND2,GUT2,GSY2,DAK1,ALD3,GPH1,GDB1	1.66e-7	2e-4	(2018) A constitutive active allele of the transcription factor Msn2 mimicking low PKA activity dictates metabolic remodeling in yeast.
PMID	PMID.22715922	17	58	4932	YBL075C,YDL124W,YDR055W,YDR171W,YDR258C,YDR513W,YDR533C,YEL021W,YER103W,YGR088W,YGR248W,YGR256W,YLL026W,YMR169C,YNL160W,YOR173W,YPL171C	SSA3,YDL124W,PST1,HSP42,HSP78,GRX2,HSP31,URA3,SSA4,CTT1,SOL4,GND2,HSP104,ALD3,YGP1,DCS2,OYE3	1.52e-7	2e-4	(2012) Low level genome mistranslations deregulate the transcriptome and translatome and generate proteotoxic stress in yeast.
PMID	PMID.21827659	25	127	4932	YBL015W,YBL064C,YBR072W,YDR171W,YDR513W,YEL021W,YER020W,YER062C,YFL014W,YFL030W,YFR053C,YGR008C,YGR254W,YIL155C,YJL153C,YJR010W,YKL035W,YKL103C,YML054C,YMR169C,YMR170C,YMR250W,YNL015W,YOR374W,YPR160W	ACH1,PRX1,HSP26,HSP42,GRX2,URA3,GPA2,GPP2,HSP12,AGX1,HXK1,STF2,ENO1,GUT2,INO1,MET3,UGP1,APE1,CYB2,ALD3,ALD2,GAD1,PBI2,ALD4,GPH1	1.43e-7	2e-4	(2011) Transcriptional responses to glucose in Saccharomyces cerevisiae strains lacking a functional protein kinase A.
PMID	PMID.18547390	13	31	4932	YBL075C,YCL040W,YDR171W,YDR258C,YDR533C,YFL014W,YFR015C,YGL037C,YGR088W,YKL035W,YLL026W,YNL160W,YPR160W	SSA3,GLK1,HSP42,HSP78,HSP31,HSP12,GSY1,PNC1,CTT1,UGP1,HSP104,YGP1,GPH1	1.72e-7	2e-4	(2008) Candida glabrata environmental stress response involves Saccharomyces cerevisiae Msn24 orthologous transcription factors.
PMID	PMID.9495741	11	20	4932	YBL015W,YBL075C,YBR117C,YCL040W,YER062C,YER103W,YFR053C,YHR008C,YLL026W,YMR105C,YMR169C	ACH1,SSA3,TKL2,GLK1,GPP2,SSA4,HXK1,SOD2,HSP104,PGM2,ALD3	1.96e-7	2e-4	(1998) Msn2p and Msn4p control a large number of genes induced at the diauxic transition which are repressed by cyclic AMP in Saccharomyces cerevisiae.
PMID	PMID.29061122	16	56	4932	YBR026C,YBR117C,YER081W,YFR053C,YGR008C,YGR043C,YGR088W,YGR248W,YGR254W,YGR256W,YJL052W,YLR258W,YML004C,YMR169C,YMR170C,YPL123C	ETR1,TKL2,SER3,HXK1,STF2,NQM1,CTT1,SOL4,ENO1,GND2,TDH1,GSY2,GLO1,ALD3,ALD2,RNY1	4.84e-7	4.3e-4	(2017) Metabolic differentiation of surface and invasive cells of yeast colony biofilms revealed by gene expression profiling.
PMID	PMID.25479159	10	17	4932	YBR072W,YBR169C,YCL035C,YCL040W,YDL021W,YDR258C,YDR453C,YDR533C,YGR256W,YLL026W	HSP26,SSE2,GRX1,GLK1,GPM2,HSP78,TSA2,HSP31,GND2,HSP104	4.56e-7	4.3e-4	(2014) Functional study of the Hap4-like genes suggests that the key regulators of carbon metabolism HAP4 and oxidative stress response YAP1 in yeast diverged from a common ancestor.
PMID	PMID.28949295	12	29	4932	YBL064C,YBR072W,YCL040W,YDR001C,YDR074W,YDR258C,YFL014W,YFR053C,YGR088W,YJL052W,YMR105C,YPR160W	PRX1,HSP26,GLK1,NTH1,TPS2,HSP78,HSP12,HXK1,CTT1,TDH1,PGM2,GPH1	5.92e-7	4.9e-4	(2017) Msn24 regulate expression of glycolytic enzymes and control transition from quiescence to growth.
PMID	PMID.25870413	17	66	4932	YBL075C,YBR072W,YBR169C,YCL040W,YDR001C,YDR171W,YDR258C,YER103W,YFL014W,YFR053C,YGR254W,YJL052W,YLL026W,YMR105C,YNL052W,YPR026W,YPR160W	SSA3,HSP26,SSE2,GLK1,NTH1,HSP42,HSP78,SSA4,HSP12,HXK1,ENO1,TDH1,HSP104,PGM2,COX5A,ATH1,GPH1	7.22e-7	5.7e-4	(2015) Protein degradation and dynamic tRNA thiolation fine-tune translation at elevated temperatures.
PMID	PMID.21126371	12	30	4932	YBR169C,YDR055W,YDR171W,YDR258C,YEL011W,YFR053C,YGR254W,YGR256W,YKL035W,YLL026W,YPR160W,YPR184W	SSE2,PST1,HSP42,HSP78,GLC3,HXK1,ENO1,GND2,UGP1,HSP104,GPH1,GDB1	7.91e-7	5.9e-4	(2010) Post-transcriptional regulation in the myo1Delta mutant of Saccharomyces cerevisiae.
PMID	PMID.16209719	13	37	4932	YBL075C,YBL078C,YBR072W,YBR169C,YCL040W,YDR258C,YDR342C,YEL021W,YER103W,YFR053C,YGR088W,YKL142W,YLL026W	SSA3,ATG8,HSP26,SSE2,GLK1,HSP78,HXT7,URA3,SSA4,HXK1,CTT1,MRP8,HSP104	8.95e-7	6.4e-4	(2005) The stress response against denatured proteins in the deletion of cytosolic chaperones SSA12 is different from heat-shock response in Saccharomyces cerevisiae.
PMID	PMID.31156606	19	87	4932	YBL064C,YBR072W,YCL040W,YDR001C,YDR171W,YDR513W,YEL060C,YER062C,YER081W,YFL014W,YFR015C,YGR088W,YIL155C,YIR038C,YKL035W,YLR258W,YMR105C,YPR160W,YPR184W	PRX1,HSP26,GLK1,NTH1,HSP42,GRX2,PRB1,GPP2,SER3,HSP12,GSY1,CTT1,GUT2,GTT1,UGP1,GSY2,PGM2,GPH1,GDB1	1.36e-6	9.2e-4	(2019) Transcriptome Kinetics of Saccharomyces cerevisiae in Response to Viral Killer Toxin K1.
PMID	PMID.12537560	10	20	4932	YBR072W,YCL040W,YDR001C,YDR074W,YDR171W,YDR258C,YER081W,YFL014W,YGR088W,YLL026W	HSP26,GLK1,NTH1,TPS2,HSP42,HSP78,SER3,HSP12,CTT1,HSP104	1.42e-6	9.2e-4	(2002) Bayesian analysis of gene expression levels: statistical quantification of relative mRNA level across multiple strains or treatments.
PMID	PMID.31044011	12	33	4932	YBL078C,YBR117C,YCL035C,YER062C,YGR088W,YGR254W,YGR256W,YHR008C,YJL052W,YMR169C,YMR170C,YOR374W	ATG8,TKL2,GRX1,GPP2,CTT1,ENO1,GND2,SOD2,TDH1,ALD3,ALD2,ALD4	1.79e-6	0.0011	(2019) Flow-cytometry-based physiological characterisation and transcriptome analyses reveal a mechanism for reduced cell viability in yeast engineered for increased lipid content.
PMID	PMID.28428553	10	23	4932	YBR072W,YFL014W,YGR019W,YGR088W,YML004C,YML054C,YMR169C,YMR170C,YMR250W,YOR374W	HSP26,HSP12,UGA1,CTT1,GLO1,CYB2,ALD3,ALD2,GAD1,ALD4	3.81e-6	0.0023	(2017) The yeast osmostress response is carbon source dependent.
PMID	PMID.27208115	10	24	4932	YBL075C,YDR001C,YDR171W,YDR258C,YDR533C,YLL026W,YMR169C,YMR170C,YOR374W,YPR184W	SSA3,NTH1,HSP42,HSP78,HSP31,HSP104,ALD3,ALD2,ALD4,GDB1	5.15e-6	0.0029	(2016) Pichia pastoris Exhibits High Viability and a Low Maintenance Energy Requirement at Near-Zero Specific Growth Rates.
