geneSys	gene	mutant	log2FC	adj.p	log2FC.i	adj.p.i
YAL005C	SSA1	SSY5	-1.09305797994334	1.91169231576233e-5	-1.09305797994334	1.91169231576233e-5
YAL005C	SSA1	SIT4	0.903073088759439	9.43207632329912e-5	0.903073088759439	9.43207632329912e-5
YAL005C	SSA1	POP1	-0.439001711094874	0.0250543588301832	-0.439001711094874	0.0250543588301832
YAL005C	SSA1	IRA2	-1.18556448910335	8.84345385247324e-6	-1.18556448910335	8.84345385247324e-6
YAL005C	SSA1	RAS21	-0.089630501701554	0.690830291367163	-0.089630501701554	0.690830291367163
YAL007C	ERP2	SSY5	0.600384641118761	0.428848430509972	0.600384641118761	0.428848430509972
YAL007C	ERP2	IRA2	-0.381001676800238	0.735166126808526	-0.381001676800238	0.735166126808526
YAL007C	ERP2	POP1	-0.236500859147009	0.794920916504251	-0.236500859147009	0.794920916504251
YAL007C	ERP2	SIT4	-0.782023065075423	0.457670115260441	-0.782023065075423	0.457670115260441
YAL007C	ERP2	RAS21	-0.066940633935491	0.944480526001657	-0.066940633935491	0.944480526001657
YAL007C	ERP2	RAS22	-0.696966982260767	0.489029236063556	-0.696966982260767	0.489029236063556
YAL012W	CYS3	RAS22	-0.276101229544268	0.166432832870292	-0.276101229544268	0.166432832870292
YAL012W	CYS3	SSY5	0.189255736775391	0.37311365149363	0.189255736775391	0.37311365149363
YAL012W	CYS3	IRA2	-0.146641551300331	0.511572733603362	-0.146641551300331	0.511572733603362
YAL012W	CYS3	RAS21	-0.0638795904169562	0.803610125091203	-0.0638795904169562	0.803610125091203
YAL012W	CYS3	POP1	-0.593403256446651	0.00747786184477166	-0.593403256446651	0.00747786184477166
YAL012W	CYS3	SIT4	0.0621987389953193	0.809902242961295	0.0621987389953193	0.809902242961295
YAL013W	DEP1	SIT4	Inf	NA	8.35174288736597	0.0154483
YAL014C	SYN8	SIT4	Inf	NA	10.2251457634367	0.0401452
YAL016W	TPD3	SSY5	0.269093725114549	0.464115543400681	0.269093725114549	0.464115543400681
YAL016W	TPD3	RAS21	0.0600118919671962	0.902319091808543	0.0600118919671962	0.902319091808543
YAL016W	TPD3	POP1	-0.4074566154655	0.251859220116276	-0.4074566154655	0.251859220116276
YAL016W	TPD3	SIT4	-0.268961768994677	0.536267826695822	-0.268961768994677	0.536267826695822
YAL016W	TPD3	RAS22	-1.10876585153106	0.00324526754266332	-1.10876585153106	0.00324526754266332
YAL016W	TPD3	IRA2	-0.293878249009264	0.436176883282765	-0.293878249009264	0.436176883282765
YAL017W	PSK1	RAS21	0.884271341873208	0.252350865209936	0.884271341873208	0.252350865209936
YAL017W	PSK1	SSY5	0.652498916068033	0.549793037671747	0.652498916068033	0.549793037671747
YAL017W	PSK1	SIT4	1.01210688067939	0.177203565178222	1.01210688067939	0.177203565178222
YAL017W	PSK1	RAS22	1.10386340300663	0.126439975574502	1.10386340300663	0.126439975574502
YAL017W	PSK1	POP1	0.461530104666505	0.550395992252567	0.461530104666505	0.550395992252567
YAL017W	PSK1	IRA2	0.0547144273158388	0.96425277977252	0.0547144273158388	0.96425277977252
YAL019W	FUN30	POP1	-1.06385224830397	0.295341480582701	-1.06385224830397	0.295341480582701
YAL019W	FUN30	RAS22	-1.14353629028096	0.149222067332466	-1.14353629028096	0.149222067332466
YAL019W	FUN30	RAS21	-1.0998536549126	0.146104858228071	-1.0998536549126	0.146104858228071
YAL019W	FUN30	SSY5	-0.220357612593857	0.844370139308672	-0.220357612593857	0.844370139308672
YAL019W	FUN30	IRA2	-0.800005156904899	0.331765253214897	-0.800005156904899	0.331765253214897
YAL019W	FUN30	SIT4	-1.33264273924863	0.0787912841468873	-1.33264273924863	0.0787912841468873
YAL021C	CCR4	RAS22	-1.20277177656969	0.07220779796401	-1.20277177656969	0.07220779796401
YAL021C	CCR4	SSY5	0.031961360423067	0.950351712926353	0.031961360423067	0.950351712926353
YAL021C	CCR4	POP1	-0.904727174776519	0.0947680728093302	-0.904727174776519	0.0947680728093302
YAL021C	CCR4	IRA2	-0.143117648333601	0.797197961901317	-0.143117648333601	0.797197961901317
YAL021C	CCR4	SIT4	-0.0537383911801565	0.937482457034889	-0.0537383911801565	0.937482457034889
YAL021C	CCR4	RAS21	-0.0946616335067792	0.874836415568121	-0.0946616335067792	0.874836415568121
YAL023C	PMT2	POP1	-1.08969844952116	0.0564459141512111	-1.08969844952116	0.0564459141512111
YAL023C	PMT2	SSY5	0.263808547334924	0.663206201421943	0.263808547334924	0.663206201421943
YAL023C	PMT2	RAS22	-1.45875166124783	0.0113847675574942	-1.45875166124783	0.0113847675574942
YAL023C	PMT2	IRA2	-0.647286933134352	0.268626696723818	-0.647286933134352	0.268626696723818
YAL023C	PMT2	SIT4	-0.511929601185682	0.390679354189358	-0.511929601185682	0.390679354189358
YAL023C	PMT2	RAS21	-0.0685899319971435	0.931365793552106	-0.0685899319971435	0.931365793552106
YAL025C	MAK16	IRA2	-0.415414353573107	0.516155543333129	-0.415414353573107	0.516155543333129
YAL025C	MAK16	POP1	-1.83155753518926	0.00447608450764565	-1.83155753518926	0.00447608450764565
YAL025C	MAK16	RAS22	-1.19214209380377	0.0385128856653696	-1.19214209380377	0.0385128856653696
YAL025C	MAK16	SSY5	-0.970179697749948	0.0963712710822774	-0.970179697749948	0.0963712710822774
YAL025C	MAK16	SIT4	-1.54116159355747	0.011255017794932	-1.54116159355747	0.011255017794932
YAL025C	MAK16	RAS21	-0.665775872472395	0.280892965629933	-0.665775872472395	0.280892965629933
YAL026C	DRS2	IRA2	Inf	NA	10.4814656763262	0.041819
YAL026C	DRS2	RAS22	Inf	NA	10.9995342084384	0.0265407
YAL029C	MYO4	SSY5	-0.831633507081679	0.167479185868722	-0.831633507081679	0.167479185868722
YAL029C	MYO4	RAS22	-0.59141486012096	0.318018513742908	-0.59141486012096	0.318018513742908
YAL029C	MYO4	IRA2	-1.09605176649655	0.106729139662625	-1.09605176649655	0.106729139662625
YAL029C	MYO4	RAS21	-1.85673230713496	0.0126498042130192	-1.85673230713496	0.0126498042130192
YAL029C	MYO4	POP1	-0.859670317524057	0.152241969191301	-0.859670317524057	0.152241969191301
YAL029C	MYO4	SIT4	-0.0395341729237828	0.959610871407369	-0.0395341729237828	0.959610871407369
YAL032C	PRP45	RAS22	-Inf	NA	-11.0642856078102	0.0463121
YAL032C	PRP45	SSY5	-Inf	NA	-9.77973560781017	0.0457449
YAL032C	PRP45	POP1	-Inf	NA	-9.43998894114351	0.0152952
YAL032C	PRP45	SIT4	-1.6457099820507	0.407641402299619	-1.6457099820507	0.407641402299619
YAL032C	PRP45	IRA2	-Inf	NA	-10.8222089411435	0.0360062
YAL032C	PRP45	RAS21	-Inf	NA	-10.4184789411435	0.0478316
YAL034W-A	MTW1	POP1	0.229003783341401	0.86181869141655	0.229003783341401	0.86181869141655
YAL034W-A	MTW1	IRA2	-Inf	NA	-11.1991263424748	0.039133
YAL034W-A	MTW1	RAS22	0.115685596036752	0.907712090899742	0.115685596036752	0.907712090899742
YAL034W-A	MTW1	SIT4	-Inf	NA	-9.45709634247482	0.0409694
YAL034W-A	MTW1	RAS21	-0.0590932319926857	0.954693783833699	-0.0590932319926857	0.954693783833699
YAL034W-A	MTW1	SSY5	-0.46507884628774	0.603806859650554	-0.46507884628774	0.603806859650554
YAL035W	FUN12	POP1	-1.07536057457269	1.73828243850657e-4	-1.07536057457269	1.73828243850657e-4
YAL035W	FUN12	IRA2	-0.190823612321463	0.411741400870951	-0.190823612321463	0.411741400870951
YAL035W	FUN12	SIT4	-0.317543553405431	0.14983445210195	-0.317543553405431	0.14983445210195
YAL035W	FUN12	RAS21	-0.634150999165892	0.00876088348628654	-0.634150999165892	0.00876088348628654
YAL035W	FUN12	RAS22	-1.15135513016234	4.07378774472181e-5	-1.15135513016234	4.07378774472181e-5
YAL035W	FUN12	SSY5	0.029861737819335	0.909616171179028	0.029861737819335	0.909616171179028
YAL036C	RBG1	IRA2	-0.170108119210011	0.571582022454432	-0.170108119210011	0.571582022454432
YAL036C	RBG1	RAS22	-1.32495648506519	8.88812687244787e-5	-1.32495648506519	8.88812687244787e-5
YAL036C	RBG1	RAS21	-0.953481303257546	0.00247310102883543	-0.953481303257546	0.00247310102883543
YAL036C	RBG1	POP1	-0.937570137573926	0.00248312685340725	-0.937570137573926	0.00248312685340725
YAL036C	RBG1	SSY5	-0.764542845889439	0.0072369899937151	-0.764542845889439	0.0072369899937151
YAL036C	RBG1	SIT4	-0.884704254610116	0.00267516802275138	-0.884704254610116	0.00267516802275138
YAL038W	CDC19	SSY5	-0.325705123101682	0.028223068244522	-0.325705123101682	0.028223068244522
YAL038W	CDC19	POP1	-0.354152164837704	0.0206337405872082	-0.354152164837704	0.0206337405872082
YAL038W	CDC19	RAS21	-0.104354580319002	0.518724588421255	-0.104354580319002	0.518724588421255
YAL038W	CDC19	IRA2	-0.273188170409707	0.0682095207898094	-0.273188170409707	0.0682095207898094
YAL038W	CDC19	RAS22	-0.265613293786882	0.0643747021188302	-0.265613293786882	0.0643747021188302
YAL038W	CDC19	SIT4	-0.0383464943197122	0.835941831748144	-0.0383464943197122	0.835941831748144
YAL039C	CYC3	POP1	-0.231780156920974	0.758466746571026	-0.231780156920974	0.758466746571026
YAL039C	CYC3	RAS22	0.694428324410405	0.242631402142014	0.694428324410405	0.242631402142014
YAL039C	CYC3	IRA2	-Inf	NA	-9.51162469087407	0.0497991
YAL039C	CYC3	SIT4	0.853962367185805	0.162569067851556	0.853962367185805	0.162569067851556
YAL039C	CYC3	RAS21	0.7554648382683	0.231593200909293	0.7554648382683	0.231593200909293
YAL039C	CYC3	SSY5	-0.522876583074458	0.401595797730645	-0.522876583074458	0.401595797730645
YAL041W	CDC24	SSY5	-Inf	NA	-8.62051825560681	0.0483989
YAL041W	CDC24	SIT4	-1.56275868316217	0.135407691396365	-1.56275868316217	0.135407691396365
YAL041W	CDC24	IRA2	-Inf	NA	-9.66299158894014	0.0454624
YAL041W	CDC24	POP1	-Inf	NA	-8.28077158894014	0.0220732
YAL041W	CDC24	RAS21	-1.3567313932826	0.133762687902715	-1.3567313932826	0.133762687902715
YAL041W	CDC24	RAS22	-Inf	NA	-9.90506825560681	0.043577
YAL042W	ERV46	SIT4	0.430104047842005	0.68486936299558	0.430104047842005	0.68486936299558
YAL042W	ERV46	POP1	-1.22865553360961	0.173932822595201	-1.22865553360961	0.173932822595201
YAL042W	ERV46	SSY5	-0.335779322521689	0.739926673882431	-0.335779322521689	0.739926673882431
YAL042W	ERV46	IRA2	0.515432753801676	0.607592604981544	0.515432753801676	0.607592604981544
YAL042W	ERV46	RAS21	0.511575793063607	0.618543477920584	0.511575793063607	0.618543477920584
YAL042W	ERV46	RAS22	-0.605476129984834	0.520017496730396	-0.605476129984834	0.520017496730396
YAL043C	PTA1	IRA2	1.390729573558	0.290211224174111	1.390729573558	0.290211224174111
YAL043C	PTA1	SSY5	1.59620391747744	0.224954553709597	1.59620391747744	0.224954553709597
YAL043C	PTA1	POP1	0.635280803318402	0.603404052629566	0.635280803318402	0.603404052629566
YAL043C	PTA1	RAS22	0.589619465389117	0.649110121627915	0.589619465389117	0.649110121627915
YAL043C	PTA1	RAS21	0.598103693294797	0.670261074475652	0.598103693294797	0.670261074475652
YAL044C	GCV3	POP1	1.0035930864017	3.76753032562141e-4	1.0035930864017	3.76753032562141e-4
YAL044C	GCV3	SIT4	-0.460523841061769	0.043462710764136	-0.460523841061769	0.043462710764136
YAL044C	GCV3	IRA2	-1.0096280055516	2.63084397393124e-4	-1.0096280055516	2.63084397393124e-4
YAL044C	GCV3	SSY5	-0.719807422763343	0.00329335173935193	-0.719807422763343	0.00329335173935193
YAL044C	GCV3	RAS21	-0.957697317814244	7.21474624393466e-4	-0.957697317814244	7.21474624393466e-4
YAL044C	GCV3	RAS22	-0.0279790749962586	0.918525549199165	-0.0279790749962586	0.918525549199165
YAL044W-A	BOL1	SSY5	-0.644298781056906	0.59801822394507	-0.644298781056906	0.59801822394507
YAL044W-A	BOL1	IRA2	-1.00767990935319	0.468894221587374	-1.00767990935319	0.468894221587374
YAL044W-A	BOL1	RAS22	0.067236783847761	0.965973027137587	0.067236783847761	0.965973027137587
YAL044W-A	BOL1	POP1	-0.539749087025953	0.670836611535635	-0.539749087025953	0.670836611535635
YAL044W-A	BOL1	RAS21	0.107050267826458	0.945158288529017	0.107050267826458	0.945158288529017
YAL044W-A	BOL1	SIT4	0.160864067031255	0.919618950403356	0.160864067031255	0.919618950403356
YAL046C	BOL3	IRA2	-1.08947740251618	0.154610162172654	-1.08947740251618	0.154610162172654
YAL046C	BOL3	SIT4	0.80477053614633	0.294286783838901	0.80477053614633	0.294286783838901
YAL046C	BOL3	POP1	-0.36112706722369	0.656932552780951	-0.36112706722369	0.656932552780951
YAL046C	BOL3	RAS21	-0.512235973456131	0.572846244596732	-0.512235973456131	0.572846244596732
YAL046C	BOL3	RAS22	0.458826253619732	0.551084441722072	0.458826253619732	0.551084441722072
YAL046C	BOL3	SSY5	-0.52770600640614	0.499891174822757	-0.52770600640614	0.499891174822757
YAL049C	AIM2	POP1	-1.79987720761008	0.057740501077324403	-1.79987720761008	0.057740501077324403
YAL049C	AIM2	SIT4	1.88694558747704e-4	0.999772332321621	1.88694558747704e-4	0.999772332321621
YAL049C	AIM2	RAS22	-0.783640445029551	0.409733068845327	-0.783640445029551	0.409733068845327
YAL049C	AIM2	SSY5	-1.71640339586948	0.0677246715684844	-1.71640339586948	0.0677246715684844
YAL049C	AIM2	IRA2	-1.74526435776763	0.06890873532987	-1.74526435776763	0.06890873532987
YAL049C	AIM2	RAS21	-0.68497869552689	0.50763621829932	-0.68497869552689	0.50763621829932
YAL053W	FLC2	RAS22	1.22026295633684	0.0805966610431105	1.22026295633684	0.0805966610431105
YAL053W	FLC2	POP1	-0.0685154219892755	0.957419055579378	-0.0685154219892755	0.957419055579378
YAL053W	FLC2	SSY5	0.373228458408576	0.602363536434672	0.373228458408576	0.602363536434672
YAL053W	FLC2	IRA2	0.0297610022133564	0.978499745490115	0.0297610022133564	0.978499745490115
YAL053W	FLC2	SIT4	0.458059313290436	0.580673335834095	0.458059313290436	0.580673335834095
YAL053W	FLC2	RAS21	0.720605001769093	0.323784475310742	0.720605001769093	0.323784475310742
YAL059W	ECM1	POP1	-0.535734052197816	0.540758653609231	-0.535734052197816	0.540758653609231
YAL059W	ECM1	SSY5	0.15598708295593	0.872672660536375	0.15598708295593	0.872672660536375
YAL059W	ECM1	IRA2	-0.690748137820703	0.439125771777268	-0.690748137820703	0.439125771777268
YAL059W	ECM1	RAS22	-0.90204072911393	0.269793591470693	-0.90204072911393	0.269793591470693
YAL059W	ECM1	SIT4	-0.101715364789809	0.927974945116394	-0.101715364789809	0.927974945116394
YAL059W	ECM1	RAS21	-0.450858233264094	0.634163174174839	-0.450858233264094	0.634163174174839
YAL060W	BDH1	SIT4	2.42902849869929	0.0010886244845254	2.42902849869929	0.0010886244845254
YAL060W	BDH1	SSY5	-1.42911669781913	0.0323453509666264	-1.42911669781913	0.0323453509666264
YAL060W	BDH1	RAS21	-1.32643942599683	0.0589151842495394	-1.32643942599683	0.0589151842495394
YAL060W	BDH1	IRA2	-1.42616670084789	0.035655874949518	-1.42616670084789	0.035655874949518
YAL060W	BDH1	POP1	0.329674841038529	0.650664540425475	0.329674841038529	0.650664540425475
YAL060W	BDH1	RAS22	0.0872746176779537	0.912556123617567	0.0872746176779537	0.912556123617567
YAL061W	BDH2	RAS22	Inf	NA	12.2310287990061	0.0100487
YAR002C-A	ERP1	RAS22	-0.451920318522894	0.330372392023215	-0.451920318522894	0.330372392023215
YAR002C-A	ERP1	SSY5	0.335952158866351	0.496765367373401	0.335952158866351	0.496765367373401
YAR002C-A	ERP1	IRA2	0.0665647220605261	0.913415415921123	0.0665647220605261	0.913415415921123
YAR002C-A	ERP1	RAS21	-0.0493609877320523	0.939700467498061	-0.0493609877320523	0.939700467498061
YAR002C-A	ERP1	POP1	-1.04906963129935	0.0289943615421543	-1.04906963129935	0.0289943615421543
YAR002C-A	ERP1	SIT4	-0.825039750016774	0.079776396127368	-0.825039750016774	0.079776396127368
YAR002W	NUP60	IRA2	-1.19204615170828	0.0331365632600674	-1.19204615170828	0.0331365632600674
YAR002W	NUP60	RAS22	-1.33467759869361	0.0155401874044687	-1.33467759869361	0.0155401874044687
YAR002W	NUP60	POP1	-0.868515829235911	0.112298185160087	-0.868515829235911	0.112298185160087
YAR002W	NUP60	SSY5	-1.96958429497449	0.00132368170892451	-1.96958429497449	0.00132368170892451
YAR002W	NUP60	SIT4	-1.57584866158054	0.006176702930339	-1.57584866158054	0.006176702930339
YAR002W	NUP60	RAS21	-1.00503181556051	0.0792028343677726	-1.00503181556051	0.0792028343677726
YAR007C	RFA1	SSY5	-1.02892944334482	0.00242515116746648	-1.02892944334482	0.00242515116746648
YAR007C	RFA1	IRA2	-0.787494231614118	0.0146952184327922	-0.787494231614118	0.0146952184327922
YAR007C	RFA1	RAS22	-0.468082673515069	0.119762367767521	-0.468082673515069	0.119762367767521
YAR007C	RFA1	SIT4	-0.529902811262549	0.0884511659637836	-0.529902811262549	0.0884511659637836
YAR007C	RFA1	POP1	-0.630302589251733	0.0444738600926673	-0.630302589251733	0.0444738600926673
YAR007C	RFA1	RAS21	-0.296673006435347	0.370208644470166	-0.296673006435347	0.370208644470166
YAR014C	BUD14	POP1	-0.096008196687625	0.895235021184962	-0.096008196687625	0.895235021184962
YAR014C	BUD14	IRA2	-0.0239513384817636	0.976655676447252	-0.0239513384817636	0.976655676447252
YAR014C	BUD14	RAS22	-0.320212766649381	0.592429861948483	-0.320212766649381	0.592429861948483
YAR014C	BUD14	RAS21	-0.404242756303213	0.567599835271635	-0.404242756303213	0.567599835271635
YAR014C	BUD14	SSY5	0.0488516297590932	0.944455087109239	0.0488516297590932	0.944455087109239
YAR014C	BUD14	SIT4	-0.229486685907226	0.767321353711269	-0.229486685907226	0.767321353711269
YAR015W	ADE1	RAS21	0.265082803149961	0.481516320372927	0.265082803149961	0.481516320372927
YAR015W	ADE1	IRA2	-0.33900159561684	0.345522873249614	-0.33900159561684	0.345522873249614
YAR015W	ADE1	SIT4	-0.653389061956551	0.0585527526032056	-0.653389061956551	0.0585527526032056
YAR015W	ADE1	SSY5	0.352283826672032	0.317706567345309	0.352283826672032	0.317706567345309
YAR015W	ADE1	RAS22	-0.175577116744867	0.632058063955362	-0.175577116744867	0.632058063955362
YAR015W	ADE1	POP1	0.330850349465701	0.350886429973707	0.330850349465701	0.350886429973707
YAR042W	SWH1	IRA2	-0.714928535699704	0.25543558524661	-0.714928535699704	0.25543558524661
YAR042W	SWH1	RAS22	-0.378411624253334	0.501760766100677	-0.378411624253334	0.501760766100677
YAR042W	SWH1	SSY5	-0.6200472196233	0.262530173886891	-0.6200472196233	0.262530173886891
YAR042W	SWH1	SIT4	1.21902338861628	0.028087772352039	1.21902338861628	0.028087772352039
YAR042W	SWH1	RAS21	-0.10473116961339	0.883750797399911	-0.10473116961339	0.883750797399911
YAR042W	SWH1	POP1	-0.252932282502914	0.672508683057796	-0.252932282502914	0.672508683057796
YBL001C	ECM15	IRA2	-2.42202757779263	0.010842149345196	-2.42202757779263	0.010842149345196
YBL001C	ECM15	SSY5	-2.74201111855605	0.00433345539253375	-2.74201111855605	0.00433345539253375
YBL001C	ECM15	SIT4	0.221827626810187	0.844708447571773	0.221827626810187	0.844708447571773
YBL001C	ECM15	RAS22	-0.906345591262991	0.306337618355508	-0.906345591262991	0.306337618355508
YBL001C	ECM15	RAS21	-1.00710648052932	0.288988331629161	-1.00710648052932	0.288988331629161
YBL001C	ECM15	POP1	-0.830102658076032	0.372025873714457	-0.830102658076032	0.372025873714457
YBL004W	UTP20	SSY5	-0.53167519650019	0.666460860904591	-0.53167519650019	0.666460860904591
YBL004W	UTP20	IRA2	-0.680418999863811	0.594726042206429	-0.680418999863811	0.594726042206429
YBL004W	UTP20	POP1	0.4513707290559	0.73126493343403	0.4513707290559	0.73126493343403
YBL004W	UTP20	SIT4	1.01614148080734	0.406042361263945	1.01614148080734	0.406042361263945
YBL004W	UTP20	RAS21	-1.03003094124174	0.408179667428451	-1.03003094124174	0.408179667428451
YBL004W	UTP20	RAS22	-0.104763165617845	0.941671808455502	-0.104763165617845	0.941671808455502
YBL006C	LDB7	SSY5	-0.527744693444746	0.610710946048792	-0.527744693444746	0.610710946048792
YBL006C	LDB7	POP1	-1.00873438130177	0.351566010968086	-1.00873438130177	0.351566010968086
YBL006C	LDB7	SIT4	-0.737668781886294	0.505640940903832	-0.737668781886294	0.505640940903832
YBL006C	LDB7	RAS21	-0.103679154650264	0.939323478113107	-0.103679154650264	0.939323478113107
YBL007C	SLA1	SIT4	-0.818643559539852	0.00456681847510402	-0.818643559539852	0.00456681847510402
YBL007C	SLA1	POP1	-0.57693147259450706	0.0372091290105392	-0.57693147259450706	0.0372091290105392
YBL007C	SLA1	SSY5	-1.04377523579171	8.22622699243158e-4	-1.04377523579171	8.22622699243158e-4
YBL007C	SLA1	RAS22	-0.445163570954916	0.0910732040536983	-0.445163570954916	0.0910732040536983
YBL007C	SLA1	IRA2	-1.30891602136867	1.23733349320254e-4	-1.30891602136867	1.23733349320254e-4
YBL007C	SLA1	RAS21	-1.06893687453443	0.0010258262057664	-1.06893687453443	0.0010258262057664
YBL015W	ACH1	POP1	0.416573003885221	0.537081145930542	0.416573003885221	0.537081145930542
YBL015W	ACH1	RAS22	1.45466494867325	0.0233976726360863	1.45466494867325	0.0233976726360863
YBL015W	ACH1	SSY5	-0.777873366495759	0.234860521438302	-0.777873366495759	0.234860521438302
YBL015W	ACH1	RAS21	-0.878081307595671	0.186966990425138	-0.878081307595671	0.186966990425138
YBL015W	ACH1	IRA2	-1.38123214001814	0.0353527470221997	-1.38123214001814	0.0353527470221997
YBL015W	ACH1	SIT4	4.24823907968025	3.05698382363495e-6	4.24823907968025	3.05698382363495e-6
YBL016W	FUS3	POP1	-Inf	NA	-6.67415746706231	0.0168967
YBL016W	FUS3	SIT4	-Inf	NA	-6.3143474670623	0.0306322
YBL016W	FUS3	IRA2	-Inf	NA	-8.05637746706231	0.022791
YBL016W	FUS3	RAS21	-Inf	NA	-7.65264746706231	0.0232685
YBL016W	FUS3	RAS22	-Inf	NA	-8.29845413372897	0.0462039
YBL016W	FUS3	SSY5	0.26486119254838	0.875797984318643	0.26486119254838	0.875797984318643
YBL017C	PEP1	POP1	-0.108087699497805	0.907604979443118	-0.108087699497805	0.907604979443118
YBL017C	PEP1	SSY5	-0.786794206885361	0.282301993023066	-0.786794206885361	0.282301993023066
YBL017C	PEP1	IRA2	-0.844668107913433	0.25641041059656	-0.844668107913433	0.25641041059656
YBL017C	PEP1	RAS22	-0.390511415946242	0.60894815443634	-0.390511415946242	0.60894815443634
YBL017C	PEP1	RAS21	-0.326308781086974	0.702883681704186	-0.326308781086974	0.702883681704186
YBL017C	PEP1	SIT4	0.256737659769389	0.772242306464539	0.256737659769389	0.772242306464539
YBL019W	APN2	POP1	0.0231282400146471	0.969945403132216	0.0231282400146471	0.969945403132216
YBL019W	APN2	SIT4	-0.28062481793914	0.543928243528353	-0.28062481793914	0.543928243528353
YBL019W	APN2	RAS21	0.239093362345259	0.648513080116329	0.239093362345259	0.648513080116329
YBL019W	APN2	RAS22	-0.00733499059141107	0.988744740950315	-0.00733499059141107	0.988744740950315
YBL019W	APN2	IRA2	1.13099350508496	0.0119691139816051	1.13099350508496	0.0119691139816051
YBL019W	APN2	SSY5	0.209028349991906	0.636828669026158	0.209028349991906	0.636828669026158
YBL022C	PIM1	SIT4	0.864112785857629	0.129535554423771	0.864112785857629	0.129535554423771
YBL022C	PIM1	POP1	-0.401890599692542	0.499189360310802	-0.401890599692542	0.499189360310802
YBL022C	PIM1	IRA2	-0.983457979180123	0.0882326065533541	-0.983457979180123	0.0882326065533541
YBL022C	PIM1	SSY5	-0.710088006505084	0.216638342765459	-0.710088006505084	0.216638342765459
YBL022C	PIM1	RAS21	-0.385251658622029	0.540680918453516	-0.385251658622029	0.540680918453516
YBL022C	PIM1	RAS22	-0.250270301405538	0.682323568733871	-0.250270301405538	0.682323568733871
YBL023C	MCM2	SSY5	-0.598394424989808	0.514548697673006	-0.598394424989808	0.514548697673006
YBL023C	MCM2	IRA2	-0.244626493787316	0.76126263745347	-0.244626493787316	0.76126263745347
YBL023C	MCM2	SIT4	0.172009280051485	0.871874019485981	0.172009280051485	0.871874019485981
YBL023C	MCM2	RAS21	-0.457636716836719	0.637521149337344	-0.457636716836719	0.637521149337344
YBL023C	MCM2	POP1	-0.370815719752437	0.620733475689029	-0.370815719752437	0.620733475689029
YBL023C	MCM2	RAS22	-0.481928017973862	0.514033617497938	-0.481928017973862	0.514033617497938
YBL024W	NCL1	SSY5	-0.0893930703959238	0.727771781651332	-0.0893930703959238	0.727771781651332
YBL024W	NCL1	RAS21	-0.440227830436466	0.070090671655832	-0.440227830436466	0.070090671655832
YBL024W	NCL1	POP1	-0.860971462972098	0.00138201390999047	-0.860971462972098	0.00138201390999047
YBL024W	NCL1	IRA2	0.0662085366672257	0.812428447291797	0.0662085366672257	0.812428447291797
YBL024W	NCL1	SIT4	-0.801400201960987	0.0016832709976581	-0.801400201960987	0.0016832709976581
YBL024W	NCL1	RAS22	-0.75538393154013606	0.00225097440247313	-0.75538393154013606	0.00225097440247313
YBL026W	LSM2	SSY5	-0.481115003085231	0.395518626445106	-0.481115003085231	0.395518626445106
YBL026W	LSM2	SIT4	-1.2044816991401	0.0293413406979736	-1.2044816991401	0.0293413406979736
YBL026W	LSM2	RAS22	-0.668441368862562	0.209626346584549	-0.668441368862562	0.209626346584549
